#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
4763	NF1	1	10.54	[{'HP:0002624': 0.2}, {'HP:0009732': 1.0}, {'HP:0030693': 0.2}, {'HP:0009592': 0.7}, {'HP:0100545': 0.7}, {'HP:0002315': 0.7}, {'HP:0000980': 0.5}, {'HP:0001056': 0.2}, {'HP:0025502': 0.2}, {'HP:0001067': 1.0}, {'HP:0007663': 0.2}, {'HP:0009733': 1.0}, {'HP:0000822': 0.5}]	[{'Abnormal venous morphology': 0.2}, {'Plexiform neurofibroma': 1.0}, {'Supratentorial neoplasm': 0.2}, {'Astrocytoma': 0.7}, {'Arterial stenosis': 0.7}, {'Headache': 0.7}, {'Pallor': 0.5}, {'Milia': 0.2}, {'Overweight': 0.2}, {'Neurofibromas': 1.0}, {'Reduced visual acuity': 0.2}, {'Glioma': 1.0}, {'Hypertension': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
118856	MMP21	2122	0.44	[{'HP:0002624': 0.2}]	[{'Abnormal venous morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6843	VAMP1	2123	0.44	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8787	RGS9	2128	0.44	[{'HP:0007663': 0.4}]	[{'Reduced visual acuity': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
11190	CEP250	2128	0.44	[{'HP:0007663': 0.4}]	[{'Reduced visual acuity': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
388531	RGS9BP	2128	0.44	[{'HP:0007663': 0.4}]	[{'Reduced visual acuity': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
123624	AGBL1	2128	0.44	[{'HP:0007663': 0.4}]	[{'Reduced visual acuity': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4140	MARK3	2128	0.44	[{'HP:0007663': 0.4}]	[{'Reduced visual acuity': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3480	IGF1R	2129	0.44	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54664	TMEM106B	2130	0.44	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1315	COPB1	2131	0.44	[{'HP:0001270': 0.2}, {'HP:0002315': 0.2}]	[{'Motor delay': 0.2}, {'Headache': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2908	NR3C1	2132	0.44	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3756	KCNH1	2133	0.44	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8942	KYNU	2134	0.44	[{'HP:0002315': 0.2}]	[{'Headache': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54916	TMEM260	2135	0.44	[{'HP:0002624': 0.2}]	[{'Abnormal venous morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84693	MCEE	2138	0.44	[{'HP:0001270': 0.2}, {'HP:0001254': 0.2}]	[{'Motor delay': 0.2}, {'Lethargy': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7386	UQCRFS1	2138	0.44	[{'HP:0002624': 0.2}, {'HP:0001270': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6901	TAFAZZIN	2138	0.44	[{'HP:0001270': 0.2}, {'HP:0001254': 0.2}]	[{'Motor delay': 0.2}, {'Lethargy': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2562	GABRB3	2139	0.44	[{'HP:0000980': 0.2}]	[{'Pallor': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9563	H6PD	2140	0.44	[{'HP:0025502': 0.2}]	[{'Overweight': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10243	GPHN	2141	0.44	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
718	C3	2142	0.44	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79659	DYNC2H1	2143	0.44	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3516	RBPJ	2146	0.44	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
285203	EOGT	2146	0.44	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54567	DLL4	2146	0.44	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9860	LRIG2	2147	0.44	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
220136	CFAP53	2148	0.44	[{'HP:0002624': 0.2}]	[{'Abnormal venous morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
629	CFB	2149	0.44	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2245	FGD1	2150	0.44	[{'HP:0002624': 0.2}]	[{'Abnormal venous morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
267012	DAOA	2154	0.44	[{'HP:0001067': 0.2}]	[{'Neurofibromas': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6854	SYN2	2154	0.44	[{'HP:0001067': 0.2}]	[{'Neurofibromas': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
65078	RTN4R	2154	0.44	[{'HP:0001067': 0.2}]	[{'Neurofibromas': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23780	APOL2	2154	0.44	[{'HP:0001067': 0.2}]	[{'Neurofibromas': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2525	FUT3	2156	0.44	[{'HP:0001056': 0.2}]	[{'Milia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2651	GCNT2	2156	0.44	[{'HP:0001056': 0.2}]	[{'Milia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
64919	BCL11B	2157	0.44	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3386	ICAM4	2158	0.44	[{'HP:0001067': 0.2}]	[{'Neurofibromas': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
112752	IFT43	2159	0.44	[{'HP:0000980': 0.2}]	[{'Pallor': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
284252	KCTD1	2160	0.43	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6309	SC5D	2161	0.43	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84947	SERAC1	2162	0.43	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9200	HACD1	2163	0.43	[{'HP:0001270': 0.2}, {'HP:0002315': 0.2}]	[{'Motor delay': 0.2}, {'Headache': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
326	AIRE	2164	0.43	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
63929	XPNPEP3	2165	0.43	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
80114	BICC1	2166	0.43	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
341640	FREM2	2167	0.43	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6045	RNF2	2168	0.43	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
345611	IRGM	2169	0.43	[{'HP:0009733': 0.2}]	[{'Glioma': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10155	TRIM28	2170	0.43	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57505	AARS2	2171	0.43	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8516	ITGA8	2172	0.43	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10108	MKRN3-AS1	2173	0.43	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
353	APRT	2174	0.43	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1286	COL4A4	2175	0.43	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
80204	FBXO11	2176	0.43	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
755	CFAP410	2177	0.43	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7273	TTN	2178	0.43	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
28952	CCDC22	2179	0.43	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
11340	EXOSC8	2180	0.43	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1213	CLTC	2182	0.43	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
26128	KIFBP	2182	0.43	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23474	ETHE1	2183	0.43	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57560	IFT80	2186	0.43	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
89891	DYNC2I2	2186	0.43	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55112	DYNC2I1	2186	0.43	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
25914	RTTN	2187	0.43	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
30062	RAX	2188	0.43	[{'HP:0012286': 0.2}]	[{'Abnormal hypothalamus morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
101101692	HELLPAR	2189	0.43	[{'HP:0002315': 0.2}]	[{'Headache': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9420	CYP7B1	2190	0.43	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
221496	LEMD2	2191	0.43	[{'HP:0002624': 0.2}]	[{'Abnormal venous morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
81794	ADAMTS10	2192	0.43	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8898	MTMR2	2193	0.42	[{'HP:0001270': 0.4}]	[{'Motor delay': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54704	PDP1	2194	0.42	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
60495	HPSE2	2201	0.42	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6327	SCN2B	2201	0.42	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
28	ABO	2201	0.42	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
60401	EDA2R	2201	0.42	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7049	TGFBR3	2201	0.42	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
83854	ANGPTL6	2201	0.42	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10253	SPRY2	2201	0.42	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
88	ACTN2	2202	0.42	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
27102	EIF2AK1	2203	0.42	[{'HP:0001270': 0.4}]	[{'Motor delay': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2516	NR5A1	2204	0.42	[{'HP:0012286': 0.2}]	[{'Abnormal hypothalamus morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5087	PBX1	2205	0.42	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
545	ATR	2206	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2677	GGCX	2207	0.42	[{'HP:0001067': 0.2}]	[{'Neurofibromas': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
25778	DSTYK	2208	0.42	[{'HP:0000822': 0.2}]	[{'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4704	NDUFA9	2209	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
22858	CILK1	2210	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3251	HPRT1	2211	0.42	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55213	RCBTB1	2212	0.42	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6607	SMN2	2213	0.42	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1327	COX4I1	2220	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23258	DENND5A	2220	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
116228	COX20	2220	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
201595	STT3B	2220	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
112858	TP53RK	2220	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2683	B4GALT1	2220	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1108	CHD4	2220	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
22906	TRAK1	2227	0.42	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55858	TMEM165	2227	0.42	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2906	GRIN2D	2227	0.42	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
25977	NECAP1	2227	0.42	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7841	MOGS	2227	0.42	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2560	GABRB1	2227	0.42	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1759	DNM1	2227	0.42	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9184	BUB3	2228	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5396	PRRX1	2229	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55181	SMG8	2230	0.42	[{'HP:0002624': 0.2}]	[{'Abnormal venous morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9427	ECEL1	2231	0.42	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1968	EIF2S3	2232	0.42	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79944	L2HGDH	2233	0.42	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9653	HS2ST1	2234	0.42	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1725	DHPS	2235	0.42	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
199857	ALG14	2236	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
11011	TLK2	2246	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6660	SOX5	2246	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1145	CHRNE	2246	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2673	GFPT1	2246	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1107	CHD3	2246	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55628	ZNF407	2246	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7862	BRPF1	2246	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8888	MCM3AP	2246	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55750	AGK	2246	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84679	SLC9A7	2246	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1733	DIO1	2247	0.41	[{'HP:0002624': 0.2}]	[{'Abnormal venous morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6023	RMRP	2248	0.41	[{'HP:0025502': 0.2}]	[{'Overweight': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3920	LAMP2	2249	0.41	[{'HP:0100545': 0.2}]	[{'Arterial stenosis': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
22868	FASTKD2	2250	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
121512	FGD4	2251	0.41	[{'HP:0001270': 0.4}]	[{'Motor delay': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5333	PLCD1	2252	0.41	[{'HP:0001056': 0.2}]	[{'Milia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5696	PSMB8	2253	0.41	[{'HP:0002624': 0.2}]	[{'Abnormal venous morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5932	RBBP8	2254	0.41	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6445	SGCG	2255	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8910	SGCE	2256	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4907	NT5E	2257	0.41	[{'HP:0100545': 0.2}]	[{'Arterial stenosis': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7038	TG	2258	0.41	[{'HP:0001254': 0.2}]	[{'Lethargy': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3198	HOXA1	2259	0.41	[{'HP:0001270': 0.2}]	[{'Motor delay': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8754	ADAM9	2266	0.41	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57709	SLC7A14	2266	0.41	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2979	GUCA1B	2266	0.41	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8100	IFT88	2266	0.41	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4117	MAK	2266	0.41	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
762	CA4	2266	0.41	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23093	TTLL5	2266	0.41	[{'HP:0007663': 0.2}]	[{'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10483	SEC23B	2267	0.41	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2193	FARSA	2268	0.41	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2187	FANCB	2269	0.41	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5422	POLA1	2270	0.41	[{'HP:0001317': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
372	ARCN1	2271	0.41	[{'HP:0001270': 0.4}]	[{'Motor delay': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
85440	DOCK7	2272	0.41	[]	[]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4869	NPM1	2273	0.41	[{'HP:0009733': 0.2}]	[{'Glioma': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
